market_id,market_slug,market_question,broad_category,series_slug,start_time_utc,resolution_time_utc,volume,source_data_path,yes_token_id
2182199,will-trump-insult-mbs-by-may-15,Will Trump insult MBS by May 15?,politics,,2026-05-07T18:03:36.462729Z,2026-05-16 07:00:43+00,25395.284385,data/raw_orderbooks/will-trump-insult-mbs-by-may-15.parquet,64650607550037046543940658893769832934575086607393029510596320772298270806108
2144506,bun-uni-aug-2026-05-16-uni,Will 1. FC Union Berlin win on 2026-05-16?,sports,bundesliga-2025,2026-05-03T04:29:11.444001Z,2026-05-16 18:10:50+00,123133.62090399998,data/raw_orderbooks/bun-uni-aug-2026-05-16-uni.parquet,37123774843406278435278923733460688363709323892163782876331735693411570481810
2247171,highest-temperature-in-nyc-on-may-15-2026-68-69f,Will the highest temperature in New York City be between 68-69°F on May 15?,weather,nyc-daily-weather,2026-05-13T04:20:04.390747Z,2026-05-16 06:25:26+00,20272.03277199999,data/raw_orderbooks/highest-temperature-in-nyc-on-may-15-2026-68-69f.parquet,29386301521524426334047261405941845077926691234203852892858504024089359397051
2060668,will-donald-trump-publicly-insult-someone-on-may-15-2026,"Will Donald Trump publicly insult someone on May 15, 2026?",politics,trump-insult-on,2026-04-30T15:31:55.950552Z,2026-05-15 23:43:12+00,18250.214570000026,data/raw_orderbooks/will-donald-trump-publicly-insult-someone-on-may-15-2026.parquet,24901195678079975569034465099744009779003088692423544130550690974443771440137
2158533,will-vitality-win-iem-atlanta-2026,Will Vitality win IEM Atlanta 2026?,sports,,2026-05-05T14:49:31.552575Z,2026-05-16 04:39:33+00,111265.02346699998,data/raw_orderbooks/will-vitality-win-iem-atlanta-2026.parquet,53704535902133447988542080347982305996698680814571036627570264743486368100189
2247104,highest-temperature-in-paris-on-may-15-2026-15c,Will the highest temperature in Paris be 15°C on May 15?,weather,paris-daily-weather,2026-05-13T04:10:50.40301Z,2026-05-16 01:18:08+00,20095.958559999995,data/raw_orderbooks/highest-temperature-in-paris-on-may-15-2026-15c.parquet,42457991217516548467975403253024396529481389624828736537839981295473703965121
2189963,will-the-price-of-ethereum-be-between-1900-2000-on-may-15,"Will the price of Ethereum be between $1,900 and $2,000 on May 15?",crypto,ethereum-neg-risk-weekly,2026-05-08T16:06:02.388878Z,2026-05-15 19:45:13+00,12367.649,data/raw_orderbooks/will-the-price-of-ethereum-be-between-1900-2000-on-may-15.parquet,64023533773443292788679465304382708106312879865077240473247077034484276193487
2134567,us-announces-shutdown-of-gaza-military-center-by-may-15,US announces shutdown of Gaza military center by May 15?,politics,,2026-05-01T21:57:56.17631Z,2026-05-16 06:57:52+00,14141.280856000005,data/raw_orderbooks/us-announces-shutdown-of-gaza-military-center-by-may-15.parquet,9670507466796778959945246547535809237765774965126182791893314217734206105469
2233383,rou1-din-fcc-2026-05-16-draw,Will Dinamo 1948 vs. FC CFR 1907 Cluj end in a draw?,sports,romania-1,2026-05-11T19:10:15.140443Z,2026-05-16 21:57:53+00,31639.452361000003,data/raw_orderbooks/rou1-din-fcc-2026-05-16-draw.parquet,36415746769202282862675706383692578385363215066560826834295622049830502543574
2020727,rutopft-pau-asm-2026-05-16-draw,Will the match end in a draw?,sports,rugby-top-14,2026-04-19T06:52:57.3579Z,2026-05-16 21:55:39+00,12484.795469000002,data/raw_orderbooks/rutopft-pau-asm-2026-05-16-draw.parquet,103500287655766085725219629153704040591633118607278066844192645266045124121530
2243175,por-cas-rio-2026-05-16-draw,Will Casa Pia AC vs. Rio Ave FC end in a draw?,sports,primeira-liga,2026-05-12T17:52:21.990755Z,2026-05-16 23:27:10+00,51783.141447999966,data/raw_orderbooks/por-cas-rio-2026-05-16-draw.parquet,85708788300806126827573110192494261363762281760673705672865293342178239213248
2243174,por-cas-rio-2026-05-16-cas,Will Casa Pia AC win on 2026-05-16?,sports,primeira-liga,2026-05-12T17:52:17.158395Z,2026-05-16 23:27:08+00,80554.05861599995,data/raw_orderbooks/por-cas-rio-2026-05-16-cas.parquet,42979254688610262293651388651976488079227843960084049090886908818538110207367
2243176,por-cas-rio-2026-05-16-rio,Will Rio Ave FC win on 2026-05-16?,sports,primeira-liga,2026-05-12T17:52:28.991962Z,2026-05-16 23:30:14+00,41082.203407000045,data/raw_orderbooks/por-cas-rio-2026-05-16-rio.parquet,115441806127804971250926136915700401811125198874053178626994462774773564590967
2243151,por-scb-ama-2026-05-16-scb,Will SC Braga win on 2026-05-16?,sports,primeira-liga,2026-05-12T17:58:01.654189Z,2026-05-16 23:34:49+00,168912.59692200006,data/raw_orderbooks/por-scb-ama-2026-05-16-scb.parquet,110089876516614820107123181588679613766450204421469869287582639288108336069727
2243152,por-scb-ama-2026-05-16-draw,Will SC Braga vs. CF Estrela da Amadora end in a draw?,sports,primeira-liga,2026-05-12T17:58:09.637477Z,2026-05-16 23:37:03+00,27788.982284,data/raw_orderbooks/por-scb-ama-2026-05-16-draw.parquet,50847940139310034758680560627518015564220911688416614444682062528899728219672
2243153,por-scb-ama-2026-05-16-ama,Will CF Estrela da Amadora win on 2026-05-16?,sports,primeira-liga,2026-05-12T17:58:19.349051Z,2026-05-16 23:39:23+00,32604.67204299999,data/raw_orderbooks/por-scb-ama-2026-05-16-ama.parquet,43578435475113264253751193090378660370084407639595650908892043703833104189539
2243198,por-nac-gui-2026-05-16-draw,Will CD Nacional vs. Vitória SC end in a draw?,sports,primeira-liga,2026-05-12T18:06:07.523312Z,2026-05-16 23:26:07+00,38042.74197099999,data/raw_orderbooks/por-nac-gui-2026-05-16-draw.parquet,114213179249709959771158110324591623244441472444811767726192803353341593138157
2243197,por-nac-gui-2026-05-16-nac,Will CD Nacional win on 2026-05-16?,sports,primeira-liga,2026-05-12T18:06:06.530224Z,2026-05-16 23:25:02+00,118355.09842699996,data/raw_orderbooks/por-nac-gui-2026-05-16-nac.parquet,94553734781611217304407180606202707836464659058975165460978731196080882229618
2243128,por-aro-ton-2026-05-16-aro,Will FC Arouca win on 2026-05-16?,sports,primeira-liga,2026-05-12T17:49:01.33941Z,2026-05-16 23:31:20+00,33128.951635999976,data/raw_orderbooks/por-aro-ton-2026-05-16-aro.parquet,42645638767145384661179590976421994128892804374430200602373459602462429165521
